date,tempmin,tempmax,tempavg,humidity
2023-08-20,54.32,76.82,65.3,59.2
2023-08-21,52.34,73.22,61.88,65.1
2023-08-22,53.42,72.32,62.24,62.9
2023-08-23,57.56,71.42,63.5,70.7
2023-08-24,53.96,75.2,63.86,68.8
2023-08-25,59.9,81.68,67.64,61.7
2023-08-26,57.56,83.84,70.34,58.5
2023-08-27,60.08,84.2,70.52,58.1
2023-08-28,60.08,66.2,63.32,79.6
2023-08-29,59.9,64.04,60.98,85.6
2023-08-30,59.36,70.7,64.22,76.9
2023-08-31,60.08,69.8,63.5,79.8
2023-09-01,57.74,75.92,64.94,72.2
2023-09-02,58.1,83.3,69.8,64.0
2023-09-03,57.56,68.0,64.4,76.6
2023-09-04,55.58,64.76,59.54,78.2
2023-09-05,55.94,68.18,60.44,69.2
2023-09-06,52.52,72.5,61.7,67.0
2023-09-07,54.86,68.9,61.16,74.3
2023-09-08,49.82,71.96,60.44,72.3
2023-09-09,50.36,77.36,63.86,67.2
2023-09-10,54.68,80.06,66.38,62.6
2023-09-11,58.82,69.08,63.68,69.7
2023-09-12,55.4,67.46,60.98,71.0
2023-09-13,55.76,73.58,63.14,73.3
2023-09-14,51.44,75.56,62.78,72.8
2023-09-15,52.16,81.5,65.12,66.3
2023-09-16,50.36,74.84,61.88,66.9
2023-09-17,55.22,69.44,61.34,63.0
2023-09-18,52.88,66.2,60.44,60.2
2023-09-19,51.44,67.1,57.92,62.8
2023-09-20,51.98,64.22,56.3,77.1
2023-09-21,44.6,68.36,55.94,71.3
2023-09-22,48.92,75.2,60.62,64.2
2023-09-23,55.04,64.76,58.82,73.1
2023-09-24,50.36,65.3,57.74,80.5
2023-09-25,55.94,63.32,58.64,85.9
2023-09-26,53.6,61.7,56.48,81.0
2023-09-27,53.06,58.28,55.22,84.5
2023-09-28,52.34,59.36,54.86,81.3
2023-09-29,42.26,59.0,51.26,79.5
2023-09-30,43.34,61.52,51.44,79.6
2023-10-01,43.88,64.04,52.7,76.9
2023-10-02,51.44,57.92,54.86,83.7
2023-10-03,53.24,62.78,57.02,81.9
2023-10-04,54.86,64.22,58.1,84.7
2023-10-05,54.5,66.56,59.0,84.1
2023-10-06,51.8,72.14,59.72,80.4
2023-10-07,50.36,80.6,63.68,68.4
2023-10-08,53.06,72.86,62.06,76.0
2023-10-09,57.2,64.4,60.44,76.7
2023-10-10,52.7,59.18,55.4,80.7
2023-10-11,50.0,58.64,53.6,85.3
2023-10-12,44.24,64.4,53.42,82.7
2023-10-13,46.04,70.7,58.64,63.3
2023-10-14,55.76,62.96,58.28,80.8
2023-10-15,55.4,63.5,59.18,77.4
2023-10-16,53.42,63.32,57.2,85.3
2023-10-17,49.28,59.54,53.96,83.5
2023-10-18,51.26,72.32,60.26,66.4
2023-10-19,51.44,67.28,58.82,81.5
2023-10-20,53.96,59.36,56.48,86.1
2023-10-21,53.24,54.86,53.96,89.1
2023-10-22,48.38,54.86,52.52,89.8
2023-10-23,46.76,54.5,50.72,78.3
2023-10-24,44.6,51.26,47.3,78.7
2023-10-25,39.38,50.54,44.6,79.7
2023-10-26,34.16,50.54,41.72,76.0
2023-10-27,30.92,49.64,39.02,68.1
2023-10-28,28.94,49.28,38.12,66.6
2023-10-29,29.84,53.06,39.92,70.6
2023-10-30,32.0,54.14,41.54,75.4
2023-10-31,32.72,53.96,41.72,76.1
2023-11-01,40.28,54.86,46.76,75.7
2023-11-02,49.82,60.44,55.76,87.7
2023-11-03,48.56,58.28,53.78,79.6
2023-11-04,53.42,62.06,57.92,83.1
2023-11-05,51.08,59.54,53.96,78.0
2023-11-06,48.74,52.16,50.54,88.0
2023-11-07,46.94,53.6,50.18,80.3
2023-11-08,40.82,54.32,46.76,79.6
2023-11-09,37.22,49.28,43.7,81.6
2023-11-10,45.5,50.0,48.2,79.3
2023-11-11,47.66,53.06,50.18,79.9
2023-11-12,45.5,51.44,48.02,81.8
2023-11-13,37.22,50.0,45.86,84.3
2023-11-14,32.54,47.48,38.48,83.8
2023-11-15,31.28,43.88,37.04,84.9
2023-11-16,30.38,46.22,37.4,82.3
2023-11-17,31.1,50.36,38.48,78.3
2023-11-18,33.98,55.76,44.06,75.7
2023-11-19,39.74,50.18,46.04,79.0
2023-11-20,34.88,49.1,40.64,80.0
2023-11-21,39.56,55.04,46.94,66.6
2023-11-22,42.44,48.56,45.86,85.9
2023-11-23,33.62,47.3,40.82,83.3
2023-11-24,28.94,45.5,35.42,80.1
2023-11-25,28.76,44.96,35.06,82.0
2023-11-26,27.68,46.22,35.6,84.9
2023-11-27,29.3,44.78,35.6,81.6
2023-11-28,28.58,42.26,34.16,80.5
2023-11-29,27.32,37.76,32.9,86.2
2023-11-30,34.88,43.7,38.48,80.7
2023-12-01,38.12,46.94,42.26,86.4
2023-12-02,42.8,48.56,45.14,81.4
2023-12-03,41.72,51.44,45.5,84.2
2023-12-04,40.46,57.02,48.92,88.5
2023-12-05,48.92,59.0,52.88,92.7
2023-12-06,45.5,49.1,47.84,94.1
2023-12-07,39.56,45.5,43.16,89.6
2023-12-08,35.06,43.88,39.74,88.6
2023-12-09,33.8,42.08,38.12,88.3
2023-12-10,42.8,52.34,47.48,92.3
2023-12-11,44.06,47.12,45.32,92.1
2023-12-12,35.24,46.76,40.1,86.5
2023-12-13,34.16,52.34,43.16,68.7
2023-12-14,42.44,46.22,44.42,83.6
2023-12-15,38.66,52.88,44.96,79.4
2023-12-16,33.98,46.4,38.48,83.6
2023-12-17,30.74,46.22,38.12,89.1
2023-12-18,39.02,48.2,43.7,84.4
2023-12-19,46.04,50.72,48.56,83.4
2023-12-20,38.12,52.34,44.24,89.8
2023-12-21,42.44,50.36,45.14,91.4
2023-12-22,38.3,46.4,42.8,87.8
2023-12-23,32.54,44.6,37.94,87.9
2023-12-24,32.18,44.06,38.48,70.9
2023-12-25,39.02,48.56,44.06,73.7
2023-12-26,43.7,52.34,47.66,78.3
2023-12-27,48.92,55.04,51.44,62.4
2023-12-28,47.3,53.96,51.26,72.0
2023-12-29,50.72,61.7,55.4,57.1
2023-12-30,47.3,54.5,50.9,79.2
2023-12-31,37.4,48.92,44.06,86.9
2022-01-01,16.88,35.06,27.68,74.0
2022-01-02,32.72,38.84,35.24,79.6
2022-01-03,33.98,39.56,35.78,88.3
2022-01-04,35.6,40.64,37.22,88.0
2022-01-05,33.08,36.5,35.06,93.3
2022-01-06,33.44,49.82,43.88,93.9
2022-01-07,35.42,47.3,42.26,86.2
2022-01-08,35.24,43.34,38.84,83.6
2022-01-09,32.18,50.36,39.74,77.8
2022-01-10,35.6,48.38,41.9,81.3
2022-01-11,45.32,51.98,50.18,91.2
2022-01-12,45.5,55.94,52.34,91.1
2022-01-13,41.0,53.96,47.48,87.7
2022-01-14,38.48,49.46,42.44,80.5
2022-01-15,37.22,45.86,41.18,94.5
2022-01-16,37.58,42.62,39.74,94.2
2022-01-17,37.4,46.58,41.9,89.1
2022-01-18,44.42,46.94,45.68,92.4
2022-01-19,42.8,50.0,46.4,88.4
2022-01-20,43.52,51.8,48.38,88.2
2022-01-21,35.96,47.3,42.62,87.1
2022-01-22,32.36,44.24,37.04,90.6
2022-01-23,33.62,37.4,35.42,96.9
2022-01-24,34.88,38.48,36.32,94.3
2022-01-25,32.9,37.04,34.52,93.0
2022-01-26,32.72,38.66,34.34,92.2
2022-01-27,30.2,46.4,35.6,84.1
2022-01-28,30.02,47.48,37.04,64.5
2022-01-29,29.12,49.46,38.84,66.9
2022-01-30,39.38,49.1,44.24,77.4
2022-01-31,35.96,44.24,39.56,83.7
2022-02-01,32.36,41.18,36.32,89.6
2022-02-02,29.84,39.2,34.7,92.2
2022-02-03,38.84,45.86,41.9,94.2
2022-02-04,40.1,48.02,44.06,88.1
2022-02-05,36.86,46.22,43.16,92.2
2022-02-06,33.26,50.72,40.64,90.2
2022-02-07,38.84,49.1,44.42,87.5
2022-02-08,40.64,48.92,44.78,87.1
2022-02-09,43.16,51.08,46.58,86.1
2022-02-10,43.52,48.74,45.14,92.9
2022-02-11,39.38,49.28,44.06,87.1
2022-02-12,33.08,51.8,41.0,80.9
2022-02-13,29.84,57.2,42.8,71.8
2022-02-14,42.26,48.74,45.32,85.3
2022-02-15,42.44,46.76,44.06,90.4
2022-02-16,40.1,49.1,44.42,81.6
2022-02-17,39.2,46.22,43.16,86.1
2022-02-18,39.92,50.0,44.6,85.0
2022-02-19,39.92,46.04,42.98,88.6
2022-02-20,37.04,45.32,41.18,86.1
2022-02-21,32.0,41.9,36.32,82.4
2022-02-22,27.14,33.98,30.92,64.5
2022-02-23,22.28,36.32,29.66,50.3
2022-02-24,25.7,38.84,31.82,76.6
2022-02-25,24.62,45.32,34.16,70.4
2022-02-26,30.92,50.36,39.2,65.5
2022-02-27,41.0,49.64,46.22,89.6
2022-02-28,46.58,53.96,50.0,94.7
2022-03-01,50.54,57.92,53.24,83.8
2022-03-02,46.76,50.72,48.92,91.9
2022-03-03,38.66,48.56,43.88,88.6
2022-03-04,37.22,48.2,42.8,87.0
2022-03-05,36.68,50.0,42.44,82.5
2022-03-06,31.82,50.36,40.46,83.7
2022-03-07,32.54,47.12,40.46,87.7
2022-03-08,35.78,48.38,43.16,88.0
2022-03-09,31.64,45.86,38.12,61.2
2022-03-10,28.4,45.68,37.76,57.9
2022-03-11,38.3,48.02,42.62,65.1
2022-03-12,41.0,56.12,46.4,66.4
2022-03-13,42.44,53.6,47.66,81.9
2022-03-14,43.88,49.64,45.86,87.1
2022-03-15,43.7,51.62,46.76,87.0
2022-03-16,41.0,53.06,45.86,79.0
2022-03-17,42.44,49.82,45.5,82.4
2022-03-18,44.6,54.32,48.38,82.7
2022-03-19,39.02,47.3,44.06,89.0
2022-03-20,38.84,46.94,41.9,85.2
2022-03-21,40.46,50.18,44.96,91.2
2022-03-22,46.94,63.32,53.24,89.8
2022-03-23,43.52,55.76,49.64,89.4
2022-03-24,34.7,52.7,43.52,84.4
2022-03-25,42.62,57.92,48.92,75.6
2022-03-26,46.58,59.0,51.62,75.8
2022-03-27,45.86,60.08,51.98,83.7
2022-03-28,47.12,53.6,50.18,89.2
2022-03-29,44.6,58.28,50.72,80.5
2022-03-30,44.6,53.06,47.66,76.9
2022-03-31,41.72,51.98,46.22,74.6
2022-04-01,41.36,52.7,46.94,73.4
2022-04-02,42.98,55.04,48.38,71.7
2022-04-03,44.96,51.62,48.2,76.7
2022-04-04,41.0,48.38,45.68,76.5
2022-04-05,39.92,51.98,44.42,65.8
2022-04-06,33.08,58.28,46.22,62.6
2022-04-07,44.24,72.32,56.84,52.0
2022-04-08,44.6,59.72,49.28,69.5
2022-04-09,39.02,47.66,43.52,66.3
2022-04-10,35.24,44.96,39.02,83.3
2022-04-11,35.06,51.62,42.44,68.9
2022-04-12,37.04,44.6,40.46,72.1
2022-04-13,34.16,47.66,40.82,63.5
2022-04-14,36.32,45.5,40.28,73.5
2022-04-15,37.04,51.08,42.98,66.5
2022-04-16,33.62,49.64,41.54,70.6
2022-04-17,39.2,55.76,47.3,57.0
2022-04-18,42.62,50.9,48.02,69.6
2022-04-19,41.0,53.96,46.22,69.5
2022-04-20,36.86,55.22,45.68,70.2
2022-04-21,42.62,55.94,48.02,74.4
2022-04-22,42.44,57.56,49.1,73.2
2022-04-23,44.6,59.54,51.08,66.5
2022-04-24,40.46,66.56,54.32,57.1
2022-04-25,47.84,56.3,51.44,74.7
2022-04-26,43.52,52.7,47.3,74.9
2022-04-27,41.0,54.86,47.12,70.7
2022-04-28,42.08,55.22,48.38,69.0
2022-04-29,44.6,59.9,51.98,64.4
2022-04-30,48.2,60.26,52.52,75.8
2022-05-01,45.14,60.62,53.42,72.1
2022-05-02,48.38,53.06,50.54,83.1
2022-05-03,47.12,53.06,49.46,81.5
2022-05-04,46.4,61.7,51.8,78.1
2022-05-05,46.22,50.72,48.92,84.0
2022-05-06,44.6,51.8,48.2,84.4
2022-05-07,41.72,49.28,46.58,82.9
2022-05-08,41.0,53.24,45.68,72.7
2022-05-09,42.08,54.5,47.48,71.3
2022-05-10,44.06,58.28,49.82,66.5
2022-05-11,41.72,59.54,50.72,62.4
2022-05-12,43.34,53.24,48.02,75.7
2022-05-13,40.1,55.94,48.38,64.0
2022-05-14,46.94,65.48,55.04,70.0
2022-05-15,51.8,61.34,55.76,85.3
2022-05-16,49.1,55.76,53.24,75.1
2022-05-17,45.68,59.18,52.16,63.5
2022-05-18,47.12,58.64,51.98,69.1
2022-05-19,44.6,56.66,50.18,65.2
2022-05-20,42.44,60.08,50.54,71.1
2022-05-21,43.52,65.12,54.32,69.3
2022-05-22,44.78,69.62,57.02,62.7
2022-05-23,51.62,62.24,56.48,68.0
2022-05-24,48.92,60.26,54.5,73.6
2022-05-25,51.98,67.82,57.74,73.0
2022-05-26,49.64,66.92,58.64,76.7
2022-05-27,52.7,62.42,57.02,69.6
2022-05-28,49.64,57.56,52.7,79.8
2022-05-29,49.46,56.12,51.62,80.3
2022-05-30,47.3,58.64,52.52,73.8
2022-05-31,48.92,66.56,57.02,73.7
2022-06-01,51.8,70.52,60.26,74.0
2022-06-02,54.32,71.24,62.24,79.8
2022-06-03,56.3,63.68,59.72,81.7
2022-06-04,55.4,68.0,60.62,76.3
2022-06-05,51.62,64.94,58.46,83.1
2022-06-06,50.72,63.32,56.48,66.9
2022-06-07,46.4,71.96,60.26,67.0
2022-06-08,58.1,69.44,62.78,58.5
2022-06-09,55.22,58.64,56.3,84.9
2022-06-10,57.56,67.64,61.7,81.2
2022-06-11,55.94,68.18,59.9,75.7
2022-06-12,52.52,59.36,55.04,72.5
2022-06-13,49.1,57.56,53.06,76.0
2022-06-14,48.92,59.9,54.14,74.0
2022-06-15,50.0,60.98,55.76,73.1
2022-06-16,50.72,67.64,59.0,70.9
2022-06-17,53.24,58.64,55.58,84.0
2022-06-18,52.16,61.16,55.58,81.0
2022-06-19,52.7,63.86,57.38,74.6
2022-06-20,52.7,65.3,58.1,71.1
2022-06-21,52.88,73.22,62.78,71.8
2022-06-22,54.5,64.76,59.36,77.9
2022-06-23,49.1,67.46,58.64,61.3
2022-06-24,47.84,73.76,61.88,58.5
2022-06-25,55.22,82.76,69.8,53.6
2022-06-26,59.72,85.46,73.58,49.9
2022-06-27,61.52,91.94,74.84,51.2
2022-06-28,57.92,66.56,61.7,67.5
2022-06-29,56.84,65.66,60.62,70.0
2022-06-30,54.14,72.68,62.78,70.4
2022-07-01,53.6,72.14,62.42,71.7
2022-07-02,53.42,65.84,59.36,77.8
2022-07-03,55.04,57.92,56.3,86.4
2022-07-04,53.6,67.64,59.9,73.5
2022-07-05,52.88,73.76,62.42,74.4
2022-07-06,59.54,72.32,65.3,76.0
2022-07-07,59.72,73.4,65.3,71.5
2022-07-08,58.82,72.86,64.94,67.9
2022-07-09,55.4,73.76,63.86,66.5
2022-07-10,59.72,73.76,65.48,66.8
2022-07-11,57.2,81.86,68.9,65.0
2022-07-12,57.2,73.58,65.66,66.2
2022-07-13,56.48,73.58,63.14,63.7
2022-07-14,52.34,74.84,63.5,66.6
2022-07-15,54.5,75.74,65.12,62.8
2022-07-16,59.0,67.64,63.5,70.9
2022-07-17,57.02,66.56,60.98,66.0
2022-07-18,55.4,69.26,60.62,75.3
2022-07-19,53.42,77.9,65.84,68.7
2022-07-20,58.28,81.14,69.44,65.0
2022-07-21,58.1,78.62,67.1,67.6
2022-07-22,57.2,71.96,63.14,70.2
2022-07-23,54.5,72.32,62.6,72.0
2022-07-24,55.22,79.52,67.28,69.8
2022-07-25,59.9,84.56,72.14,63.7
2022-07-26,63.5,91.58,77.36,59.6
2022-07-27,64.94,86.36,75.74,60.9
2022-07-28,62.42,87.44,74.48,64.1
2022-07-29,62.42,89.6,76.1,61.2
2022-07-30,65.48,91.22,77.9,57.8
2022-07-31,61.88,91.94,76.28,55.8
2022-08-01,63.14,80.96,71.24,62.9
2022-08-02,59.54,74.12,65.3,69.5
2022-08-03,55.04,73.04,63.14,70.5
2022-08-04,56.48,67.1,61.7,70.0
2022-08-05,51.62,73.22,62.6,69.3
2022-08-06,54.68,81.14,68.18,60.0
2022-08-07,56.84,84.74,71.6,57.5
2022-08-08,59.9,87.44,73.4,57.9
2022-08-09,59.72,75.02,65.84,74.9
2022-08-10,59.9,71.06,65.48,75.6
2022-08-11,57.38,77.72,67.64,66.6
2022-08-12,57.02,78.26,67.28,63.6
2022-08-13,61.7,74.84,66.92,59.9
2022-08-14,54.68,77.72,66.2,66.4
2022-08-15,57.2,81.14,68.36,61.3
2022-08-16,58.82,78.8,68.0,67.2
2022-08-17,59.54,85.64,72.32,60.9
2022-08-18,68.36,85.82,77.0,59.8
2022-08-19,66.56,77.36,72.32,72.3
2022-08-20,62.6,77.54,68.18,72.8
2022-08-21,63.32,78.44,68.9,69.4
2022-08-22,59.0,80.78,68.9,68.0
2022-08-23,56.66,76.46,65.84,72.1
2022-08-24,58.46,84.56,70.7,67.1
2022-08-25,62.42,87.08,73.58,63.1
2022-08-26,60.62,70.16,64.58,75.0
2022-08-27,58.1,68.18,61.88,71.8
2022-08-28,54.32,74.84,63.5,68.2
2022-08-29,54.5,81.5,67.64,61.8
2022-08-30,59.18,85.64,72.32,59.8
2022-08-31,63.32,87.08,73.76,60.8
2022-09-01,59.18,76.28,65.66,76.3
2022-09-02,54.32,78.44,65.12,74.6
2022-09-03,58.46,71.06,63.14,76.6
2022-09-04,57.38,74.84,64.58,71.4
2022-09-05,53.96,72.5,62.96,64.0
2022-09-06,50.54,76.64,63.68,62.5
2022-09-07,54.68,75.2,64.4,57.9
2022-09-08,51.62,70.88,61.34,61.4
2022-09-09,50.36,76.28,62.6,62.1
2022-09-10,54.14,82.58,66.2,55.7
2022-09-11,59.36,79.52,68.36,55.7
2022-09-12,60.26,73.22,65.12,70.4
2022-09-13,60.26,69.44,63.86,67.4
2022-09-14,57.92,69.44,62.78,70.4
2022-09-15,57.56,66.2,60.62,72.3
2022-09-16,55.58,62.78,58.82,66.6
2022-09-17,48.56,63.86,56.3,71.5
2022-09-18,48.92,71.24,59.72,61.1
2022-09-19,48.2,74.12,59.9,60.1
2022-09-20,49.82,77.54,62.42,53.9
2022-09-21,47.3,75.2,60.98,50.6
2022-09-22,53.6,68.54,60.44,65.3
2022-09-23,55.94,68.72,61.88,66.3
2022-09-24,51.44,71.42,61.16,72.3
2022-09-25,51.8,76.1,62.6,69.9
2022-09-26,53.06,80.24,64.94,66.0
2022-09-27,51.8,76.64,63.32,68.8
2022-09-28,55.04,65.66,59.18,80.2
2022-09-29,52.7,69.26,59.72,79.0
2022-09-30,53.96,68.18,59.0,79.4
2022-10-01,50.54,74.48,61.52,74.9
2022-10-02,51.62,77.18,63.32,69.2
2022-10-03,52.7,76.82,62.96,68.7
2022-10-04,51.44,61.88,55.58,88.5
2022-10-05,52.7,65.3,57.2,86.1
2022-10-06,50.9,71.6,58.82,81.5
2022-10-07,51.44,74.48,61.52,74.6
2022-10-08,50.18,72.86,60.26,74.2
2022-10-09,49.46,71.42,58.82,77.0
2022-10-10,49.28,68.9,57.56,77.3
2022-10-11,45.86,66.74,55.76,69.7
2022-10-12,45.86,66.2,55.04,71.8
2022-10-13,46.04,72.5,57.02,72.0
2022-10-14,45.86,70.16,56.84,72.9
2022-10-15,48.38,74.12,59.18,70.1
2022-10-16,53.42,83.3,64.76,51.2
2022-10-17,48.92,66.56,56.66,77.5
2022-10-18,44.78,66.92,54.5,80.7
2022-10-19,44.06,65.48,53.42,81.0
2022-10-20,46.76,62.06,53.96,83.5
2022-10-21,46.22,53.24,49.46,82.9
2022-10-22,43.16,51.08,47.12,87.3
2022-10-23,43.34,54.5,48.02,79.6
2022-10-24,46.04,54.14,49.82,81.5
2022-10-25,46.4,51.26,48.2,84.4
2022-10-26,44.06,51.62,47.66,80.9
2022-10-27,48.92,59.72,54.86,64.4
2022-10-28,48.2,55.76,51.62,83.3
2022-10-29,43.88,57.92,50.18,79.5
2022-10-30,50.0,54.86,52.88,78.3
2022-10-31,45.86,54.5,50.18,85.4
2022-11-01,40.46,49.28,44.42,79.6
2022-11-02,34.7,46.04,41.36,85.7
2022-11-03,36.14,43.34,39.92,88.1
2022-11-04,42.26,55.04,49.82,90.3
2022-11-05,41.9,52.16,46.22,67.6
2022-11-06,37.58,44.96,41.72,81.1
2022-11-07,36.86,44.24,39.92,87.4
2022-11-08,33.26,42.44,36.86,75.4
2022-11-09,27.14,43.34,35.6,72.8
2022-11-10,33.98,46.04,39.56,72.6
2022-11-11,33.62,46.22,40.1,70.8
2022-11-12,30.02,48.2,38.48,74.9
2022-11-13,34.7,47.84,39.38,79.6
2022-11-14,30.56,49.1,38.3,81.3
2022-11-15,30.02,50.36,38.66,81.2
2022-11-16,30.56,48.56,37.22,82.5
2022-11-17,32.72,52.7,40.82,57.7
2022-11-18,26.78,48.2,35.6,58.0
2022-11-19,26.6,46.4,34.7,66.0
2022-11-20,30.2,50.72,39.38,58.9
2022-11-21,39.02,47.48,42.8,70.4
2022-11-22,43.7,48.2,46.4,81.9
2022-11-23,40.46,52.16,46.04,84.1
2022-11-24,34.52,55.76,44.06,75.6
2022-11-25,39.2,46.58,42.98,86.0
2022-11-26,38.12,45.86,41.9,86.5
2022-11-27,36.5,46.4,42.44,74.4
2022-11-28,28.58,39.38,35.06,78.3
2022-11-29,26.96,35.06,31.64,85.8
2022-11-30,31.64,39.56,36.14,86.8
2022-12-01,25.52,34.7,30.92,79.2
2022-12-02,24.44,38.12,32.54,79.8
2022-12-03,30.02,42.98,35.78,82.3
2022-12-04,29.3,35.42,32.0,84.3
2022-12-05,27.32,37.58,33.08,86.0
2022-12-06,35.06,40.28,37.76,88.3
2022-12-07,38.12,45.32,41.36,81.0
2022-12-08,37.58,42.62,39.92,84.1
2022-12-09,37.4,43.7,39.74,80.9
2022-12-10,39.92,44.6,42.44,85.5
2022-12-11,41.0,44.06,42.44,89.8
2022-12-12,37.4,42.98,40.28,85.4
2022-12-13,33.08,40.46,37.04,87.5
2022-12-14,31.46,43.34,37.22,83.5
2022-12-15,27.32,39.56,32.72,85.5
2022-12-16,28.22,41.18,32.72,88.0
2022-12-17,30.2,36.86,33.8,93.0
2022-12-18,28.4,40.82,35.06,84.8
2022-12-19,26.6,31.1,28.94,85.3
2022-12-20,26.96,31.1,28.94,87.7
2022-12-21,15.26,27.5,22.1,75.4
2022-12-22,12.74,23.18,18.68,61.9
2022-12-23,22.1,38.3,30.92,86.8
2022-12-24,37.58,52.34,45.68,91.4
2022-12-25,47.12,52.16,49.64,91.0
2022-12-26,46.04,54.5,50.9,84.6
2022-12-27,44.06,53.06,49.1,84.1
2022-12-28,41.18,45.5,42.8,83.5
2022-12-29,38.84,46.04,42.62,83.3
2022-12-30,41.9,50.9,47.3,82.6
2022-12-31,44.24,48.2,46.04,84.8
